,article,title,description,url
1653,1247752,Пряники Частная галерея Саксонские имбирные 190 г,"Вид продукта:
пряник
Вес, грамм:
190
г
Глазурь:
Да
Наполнитель:
без добавок
Срок хранения от даты производства (месяцев):
9
Тип упаковки:
мягкая
Страна производства:
Польша",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pryaniki/pryaniki-chastnaya-galereya-saksonskie-imbirnye-190-g/p/1247752/?from=block-301-19
1654,1451070,Печенье бисквитное Fazer Jaffa с апельсиновым мармеладом в темном  шоколаде 300 г,"Вид печенья:
бисквитное
Вкус:
апельсин
Вес, грамм:
300
г
Наполнитель:
апельсиновый мармелад
Глазурь:
Да
Срок годности от даты изготовления:
6 месяцев
Тип упаковки:
картонная
Страна происхождения:
Финляндия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/pechene-biskvitnoe-fazer-jaffa-s-apelsinovym-marmeladom-v-temnom-shokolade-300-g/p/1451070/?from=block-301-20
1655,1443555,Крекер Smart Formula лен и кунжут 180 г,"Вид продукта:
крекер
Вес, грамм:
180
г
Вкус:
классический
Срок хранения от даты производства (месяцев):
6
Тип упаковки:
мягкая",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/krekery/kreker-smart-formula-len-i-kunzhut-180-g/p/1443555/?from=block-301-21
1656,1439803,Печенье сдобное Jules Destrooper Almond Florentines 100 г,"Вид печенья:
сдобное
Вкус:
фруктовый, ореховый, карамельный
Вес, грамм:
100
г
Наполнитель:
шоколад, миндаль
Глазурь:
Да
Срок годности от даты изготовления:
12 месяцев
Тип упаковки:
картонная
Страна происхождения:
Германия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/pechene-sdobnoe-jules-destrooper-almond-florentines-100-g/p/1439803/?from=block-301-22
1657,1338280,Галеты овсяные Elovena с черникой и малиной без глютена 160 г,"Вид печенья:
овсяное
Вкус:
ягодный
Вес, грамм:
160
г
Наполнитель:
малина, черника
Глазурь:
Нет
Срок годности от даты изготовления:
9 месяцев
Тип упаковки:
картонная
Страна происхождения:
Финляндия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/galety-ovsyanye-elovena-s-chernikoj-i-malinoj-bez-glyutena-160-g/p/1338280/?from=block-301-23
1658,1451604,Печенье протеиновое Bombbar с коллагеном Шоколад 60 г,"Вид печенья:
протеиновое
Вкус:
шоколадный
Вес, грамм:
60
г
Наполнитель:
шоколадный
Глазурь:
Нет
Срок годности от даты изготовления:
12 месяцев
Тип упаковки:
мягкая
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/pechene-proteinovoe-bombbar-s-kollagenom-shokolad-60-g/p/1451604/?from=block-301-24
1659,1338278,Галеты овсяные Elovena с темным шоколадом без глютена 160 г,"Вид печенья:
овсяное
Вкус:
шоколадный
Вес, грамм:
160
г
Наполнитель:
темный шоколад
Глазурь:
Нет
Срок годности от даты изготовления:
12 месяцев
Тип упаковки:
картонная
Страна происхождения:
Финляндия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/galety-ovsyanye-elovena-s-temnym-shokoladom-bez-glyutena-160-g/p/1338278/?from=block-301-25
1660,1247751,Пряники Частная галерея Бременские нежные 180 г,"Вид продукта:
пряник
Вес, грамм:
180
г
Глазурь:
Да
Наполнитель:
без добавок
Срок хранения от даты производства (месяцев):
9
Тип упаковки:
мягкая
Страна производства:
Польша",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pryaniki/pryaniki-chastnaya-galereya-bremenskie-nezhnye-180-g/p/1247751/?from=block-301-26
1661,1451071,Печенье бисквитное Fazer Jaffa с грушевым мармеладом в темном шоколаде  300 г,"Вид печенья:
бисквитное
Вкус:
груша
Вес, грамм:
300
г
Наполнитель:
грушевый мармелад
Глазурь:
Да
Срок годности от даты изготовления:
6 месяцев
Тип упаковки:
картонная
Страна происхождения:
Финляндия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/pechene-biskvitnoe-fazer-jaffa-s-grushevym-marmeladom-v-temnom-shokolade-300-g/p/1451071/?from=block-301-27
1662,1292050,Крекер Eco Botanica со шпинатом и французскими травами 200 г,"Вид продукта:
крекер
Вес, грамм:
200
г
Вкус:
французские травы, шпинат
Срок хранения от даты производства (месяцев):
12
Тип упаковки:
мягкая",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/krekery/kreker-eco-botanica-so-shpinatom-i-frantsuzskimi-travami-200-g/p/1292050/?from=block-301-28
1663,1338279,Галеты овсяные Elovena без глютена 160 г,"Вид печенья:
овсяное
Вкус:
традиционный
Вес, грамм:
160
г
Наполнитель:
без добавок
Глазурь:
Нет
Срок годности от даты изготовления:
12 месяцев
Тип упаковки:
картонная
Страна происхождения:
Финляндия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/pechene/galety-ovsyanye-elovena-bez-glyutena-160-g/p/1338279/?from=block-301-29
1664,1443557,Крекер Smart Formula со злаками 180 г,"Вид продукта:
крекер
Вес, грамм:
180
г
Вкус:
классический
Срок хранения от даты производства (месяцев):
6
Тип упаковки:
мягкая",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/pechene-krekery-pryaniki/krekery/kreker-smart-formula-so-zlakami-180-g/p/1443557/?from=block-301-30
1665,1378614,Чай Деловой Стандарт Delightful Mint зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
180
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-delovoj-standart-delightful-mint-zelenyj-100-paketikov/p/1378614/?from=block-301-1
1666,464245,Чай Shennun Молочный Улун зеленый 15 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
улун
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
15 штук
Вес, грамм:
30
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Китай",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-shennun-molochnyj-ulun-zelenyj-15-paketikov/p/464245/?from=block-301-2
1667,1253829,Чай Shennun зеленый традиционный  100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
180
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Китай",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-shennun-zelenyj-traditsionnyj-100-paketikov/p/1253829/?from=block-301-3
1668,1378654,Чай Деловой Стандарт Milk oolong зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
улун
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
180
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-delovoj-standart-milk-oolong-zelenyj-100-paketikov/p/1378654/?from=block-301-4
1669,1468903,Чай Greenfield Тропикал Таррагон зеленый 25 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
25 штук
Вес, грамм:
38
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-greenfield-tropikal-tarragon-zelenyj-25-paketikov/p/1468903/?from=block-301-5
1670,493170,Чай Tess Ginger Mojito 20 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
оригинальный
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
36
г
Срок хранения от даты производства (месяцев):
18
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-tess-ginger-mojito-20-paketikov/p/493170/?from=block-301-6
1671,1342841,Чай Ahmad Tea зеленый Мята-Мелиса 25 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
травяной
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
25 штук
Вес, грамм:
38
г
Срок хранения от даты производства (месяцев):
30
Тип упаковки:
картонная
Страна происхождения:
Объединенные Арабские Эмираты",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-ahmad-tea-zelenyj-myata-melisa-25-paketikov/p/1342841/?from=block-301-7
1672,1423047,"Чай Curtis Relax зеленый лаванда, ромашка и мелисса 15  пакетиков-пирамидок","Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
травяной
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
15 штук
Вес, грамм:
26
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-curtis-relax-zelenyj-lavanda-romashka-i-melissa-15-paketikov-piramidok/p/1423047/?from=block-301-8
1673,521959,Чай Ahmad Tea зеленый манговое суфле 20 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
36
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-ahmad-tea-zelenyj-mangovoe-sufle-20-paketikov/p/521959/?from=block-301-9
1674,738749,Чай Greenfield Green Ginseng зеленый 20 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
оригинальный
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
36
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-greenfield-green-ginseng-zelenyj-20-paketikov/p/738749/?from=block-301-10
1675,443311,Чай Newby Jasmine Blossom зеленый с жасмином 25 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
жасмин
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
25 штук
Вес, грамм:
50
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Индия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-newby-jasmine-blossom-zelenyj-s-zhasminom-25-paketikov/p/443311/?from=block-301-11
1676,172710,Чай Riston Premium taste зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
200
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Франция",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-riston-premium-taste-zelenyj-100-paketikov/p/172710/?from=block-301-12
1677,1428091,Чай Richard Royal Melissa зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
травяной
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
150
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-richard-royal-melissa-zelenyj-100-paketikov/p/1428091/?from=block-301-13
1678,651950,Чай Hyson Gurmet Tea Collection зеленый 60 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
60 штук
Вес, грамм:
180
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Шри-Ланка",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-hyson-gurmet-tea-collection-zelenyj-60-paketikov/p/651950/?from=block-301-14
1679,1435150,Чай Tess Get Energy recharge&revive улун 20 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
улун
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
30
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-tess-get-energy-recharge-revive-ulun-20-paketikov/p/1435150/?from=block-301-15
1680,909608,Чай Dammann Bali зеленый 24 пакетика,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
оригинальный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
24 штуки
Вес, грамм:
48
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Франция",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-dammann-bali-zelenyj-24-paketika/p/909608/?from=block-301-16
1681,488282,Чай Basilur Китайский чай молочный улун 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
улун
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
282
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Шри-Ланка",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-basilur-kitajskij-chaj-molochnyj-ulun-100-paketikov/p/488282/?from=block-301-17
1682,421004,Чай Curtis Original Green Tea зеленый 200 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
200 штук
Вес, грамм:
400
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-curtis-original-green-tea-zelenyj-200-paketikov/p/421004/?from=block-301-18
1683,756276,Чай Zylanica Ceylon Premium Collection зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
200
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Шри-Ланка",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-zylanica-ceylon-premium-collection-zelenyj-100-paketikov/p/756276/?from=block-301-19
1684,421006,Чай Майский зеленый 200 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
200 штук
Вес, грамм:
400
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-majskij-zelenyj-200-paketikov/p/421006/?from=block-301-20
1685,1418586,Чай Grand Освежающий зеленый 100 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
оригинальный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
180
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-grand-osvezhayushhij-zelenyj-100-paketikov/p/1418586/?from=block-301-21
1686,738748,Чай Greenfield Genmaicha зеленый 20 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
оригинальный
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
36
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-greenfield-genmaicha-zelenyj-20-paketikov/p/738748/?from=block-301-22
1687,421000,Чай Tess Lime зеленый с лаймом 25 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
25 штук
Вес, грамм:
38
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-tess-lime-zelenyj-s-lajmom-25-paketikov/p/421000/?from=block-301-23
1688,831451,Чай Dammann Jasmin de Chine зеленый с жасмином 24 пакетика,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
жасмин
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
24 штуки
Вес, грамм:
100
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Франция",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-dammann-jasmin-de-chine-zelenyj-s-zhasminom-24-paketika/p/831451/?from=block-301-24
1689,443318,Чай Newby Jasmine Princess зеленый с жасмином 15 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
жасмин
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
15 штук
Вес, грамм:
38
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Индия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-newby-jasmine-princess-zelenyj-s-zhasminom-15-paketikov/p/443318/?from=block-301-25
1690,561504,Чай Ahmad Tea Professional Chinese зеленый 300 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
300 штук
Вес, грамм:
600
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-ahmad-tea-professional-chinese-zelenyj-300-paketikov/p/561504/?from=block-301-26
1691,873641,Чай Dammann Gunpowder зеленый 24 пакетика,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
24 штуки
Вес, грамм:
48
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Франция",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-dammann-gunpowder-zelenyj-24-paketika/p/873641/?from=block-301-27
1692,1433330,Чай Curtis Fresh Mojito зеленый (6 упаковок по 20 пакетиков-пирамидок),"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
фруктово-ягодный
Тип пакетика:
пирамидка
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
20 штук
Вес, грамм:
45
г
Срок хранения от даты производства (месяцев):
24
Тип упаковки:
картонная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-curtis-fresh-mojito-zelenyj-6-upakovok-po-20-paketikov-piramidok-/p/1433330/?from=block-301-28
1693,309549,Чай Maitre de The Классический зеленый 100 пакетов,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
классический
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Нет
Чайных пакетиков в упаковке:
100 штук
Вес, грамм:
200
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картонная
Страна происхождения:
Польша",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-maitre-de-the-klassicheskij-zelenyj-100-paketov/p/309549/?from=block-301-29
1694,1476673,Чай Althaus Milk Oolong Grand Pack зеленый молочный улун 15 пакетиков,"Вид чая:
пакетированный
Тип чая:
зеленый
Вкус:
улун
Тип пакетика:
стандартный
Наличие индивидуального пакетика:
Да
Чайных пакетиков в упаковке:
15 штук
Вес, грамм:
60
г
Срок хранения от даты производства (месяцев):
36
Тип упаковки:
картон
Страна происхождения:
Германия",https://www.komus.ru/katalog/produkty-pitaniya/chaj/chaj-zelenyj-paketirovannyj/chaj-althaus-milk-oolong-grand-pack-zelenyj-molochnyj-ulun-15-paketikov/p/1476673/?from=block-301-30
1695,876099,Печенье Полет Лимоньерки с лимоном 500 г,"Вид продукта:
печенье
Вес (грамм):
500
Вкус:
фруктовый
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-polet-limonerki-s-limonom-500-g/p/876099/?from=block-301-1
1696,450232,Вафли Яшкино глазированные в карамели 2 кг,"Вид продукта:
вафли
Вес (грамм):
2000
Вкус:
шоколадный
Глазурь:
Да
Срок годности от даты изготовления:
4 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/vafli-yashkino-glazirovannye-v-karameli-2-kg/p/450232/?from=block-301-2
1697,450222,Печенье Яшкино Курабье с вишневым джемом 4 кг,"Вид продукта:
печенье
Вес (грамм):
4000
Вкус:
ягодный
Глазурь:
Нет
Срок годности от даты изготовления:
4 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-yashkino-kurabe-s-vishnevym-dzhemom-4-kg/p/450222/?from=block-301-3
1698,916994,Печенье Полет Слоеный десерт Лимоньерки с яблоком и корицей 500 г,"Вид продукта:
печенье
Вес (грамм):
500
Вкус:
фруктовый
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-polet-sloenyj-desert-limonerki-s-yablokom-i-koritsej-500-g/p/916994/?from=block-301-4
1699,897811,Печенье Ушки слоеные с сахаром и корицей 2.3 кг,"Вид продукта:
печенье
Вес (грамм):
2300
Вкус:
классический
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-ushki-sloenye-s-sakharom-i-koritsej-2-3-kg/p/897811/?from=block-301-5
1700,843926,Печенье Семейка Озби с изюмом яблоком и корицей 630 г,"Вид продукта:
печенье
Вес (грамм):
630
Вкус:
фруктовый
Глазурь:
Нет
Срок годности от даты изготовления:
4 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-semejka-ozbi-s-izyumom-yablokom-i-koritsej-630-g/p/843926/?from=block-301-6
1701,849304,Печенье Северная столица Княжеское 440 г,"Вид продукта:
печенье
Вес (грамм):
440
Вкус:
классический
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-severnaya-stolitsa-knyazheskoe-440-g/p/849304/?from=block-301-7
1702,876100,Печенье Полет штрудлики с малиной 500 г,"Вид продукта:
печенье
Вес (грамм):
500
Вкус:
ягодный
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-polet-shtrudliki-s-malinoj-500-g/p/876100/?from=block-301-8
1703,916995,Печенье Полет овсяное со злаками 600 г,"Вид продукта:
печенье
Вес (грамм):
600
Вкус:
злаковый
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-polet-ovsyanoe-so-zlakami-600-g/p/916995/?from=block-301-9
1704,1172163,Печенье Дымка Батончик с творожно-малиновой начинкой 700 г,"Вид продукта:
печенье
Вес (грамм):
700
Вкус:
ягодный, молочный
Глазурь:
Нет
Срок годности от даты изготовления:
4 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-dymka-batonchik-s-tvorozhno-malinovoj-nachinkoj-700-g/p/1172163/?from=block-301-10
1705,1007962,Печенье Любимое со вкусом сливок 4 кг,"Вид продукта:
печенье
Вес (грамм):
4000
Вкус:
сливочный
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-lyubimoe-so-vkusom-slivok-4-kg/p/1007962/?from=block-301-11
1706,849302,Печенье Северная столица Валентинки слоеное 430 г,"Вид продукта:
печенье
Вес (грамм):
430
Вкус:
сливочный
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-severnaya-stolitsa-valentinki-sloenoe-430-g/p/849302/?from=block-301-12
1707,849303,Печенье Северная столица Валентинки с карамелью 420 г,"Вид продукта:
печенье
Вес (грамм):
420
Вкус:
карамельный
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-severnaya-stolitsa-valentinki-s-karamelyu-420-g/p/849303/?from=block-301-13
