,article,title,description,url
27,701504,Вода минеральная Ессентуки №4 газированная 1.5 л (6 штук в упаковке),"Вид воды:
минеральная
Категория воды:
лечебно-столовая
Особенности состава:
нет
Объем (л):
1.5
Степень газации:
газированная
Ароматизированная:
Нет
Количество бутылок в упаковке:
6
шт.
Групповая упаковка:
да
Тип упаковки:
пластиковая бутылка
Водоисточник:
минеральная природная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/voda-napitki-soki/voda-gazirovannaya/voda-mineralnaya-essentuki-4-gazirovannaya-1-5-l-6-shtuk-v-upakovke-/p/701504/?from=block-301-28
28,1337472,Вода минеральная Боржоми газированная 1 л (6 штук в упаковке),"Вид воды:
питьевая
Категория воды:
лечебно-столовая
Особенности состава:
нет
Объем (л):
1
Степень газации:
газированная
Ароматизированная:
Нет
Количество бутылок в упаковке:
6
шт.
Групповая упаковка:
да
Тип упаковки:
пластиковая бутылка
Водоисточник:
родниковая
Страна происхождения:
Грузия",https://www.komus.ru/katalog/produkty-pitaniya/voda-napitki-soki/voda-gazirovannaya/voda-mineralnaya-borzhomi-gazirovannaya-1-l-6-shtuk-v-upakovke-/p/1337472/?from=block-301-29
29,1063124,Вода минеральная Славяновская газированная 1.5 л (6 штук в упаковке),"Вид воды:
минеральная
Категория воды:
лечебно-столовая
Особенности состава:
нет
Объем (л):
1.5
Степень газации:
газированная
Ароматизированная:
Нет
Количество бутылок в упаковке:
6
шт.
Групповая упаковка:
да
Тип упаковки:
пластиковая бутылка
Водоисточник:
подземная
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/voda-napitki-soki/voda-gazirovannaya/voda-mineralnaya-slavyanovskaya-gazirovannaya-1-5-l-6-shtuk-v-upakovke-/p/1063124/?from=block-301-30
30,424434,Жевательная резинка Dirol Арбузная свежесть 13.6 г,"Вкус:
арбуз
Вес, грамм:
13
г
Срок хранения от даты производства (месяцев):
24
Страна происхождения:
Венгрия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-dirol-arbuznaya-svezhest-13-6-g/p/424434/?from=block-301-1
31,1404879,Жевательная резинка Dirol арбузно-дынный коктейль (5 штук по 13.6 г),"Вкус:
арбуз и дыня
Вес, грамм:
68
г
Срок хранения от даты производства (месяцев):
24
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-dirol-arbuzno-dynnyj-koktejl-5-shtuk-po-13-6-g-/p/1404879/?from=block-301-2
32,1404892,Жевательная резинка Dirol морозная мята (5 штук по 13.6 г),"Вкус:
мятный
Вес, грамм:
68
г
Срок хранения от даты производства (месяцев):
24
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-dirol-moroznaya-myata-5-shtuk-po-13-6-g-/p/1404892/?from=block-301-3
33,1435132,"Жевательная резинка Orbit Клубника-Банан,без сахара, 5штx13,6г/уп","Вкус:
клубника, банан
Вес, грамм:
68
г
Срок хранения от даты производства (месяцев):
12
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-orbit-klubnika-banan-bez-sakhara-5shtx13-6g-up/p/1435132/?from=block-301-4
34,1435133,"Жевательная резинка Orbit White Нежная мята,без сахара, 5штx13,6г/уп","Вкус:
нежная мята
Вес, грамм:
68
г
Срок хранения от даты производства (месяцев):
12
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-orbit-white-nezhnaya-myata-bez-sakhara-5shtx13-6g-up/p/1435133/?from=block-301-5
35,1435134,"Жевательная резинка Orbit Сочный Арбуз, без сахара, 5штx13,6г/уп","Вкус:
арбуз
Вес, грамм:
68
г
Срок хранения от даты производства (месяцев):
12
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-orbit-sochnyj-arbuz-bez-sakhara-5shtx13-6g-up/p/1435134/?from=block-301-6
36,910632,Жевательная резинка Dirol Colors Xxl ассорти мятных вкусов (18 штук по 19 г),"Вкус:
мята
Вес, грамм:
342
г
Срок хранения от даты производства (месяцев):
24
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/sneki-zhevatelnaya-rezinka/zhevatelnye-rezinki/zhevatelnaya-rezinka-dirol-colors-xxl-assorti-myatnykh-vkusov-18-shtuk-po-19-g-/p/910632/?from=block-301-7
37,1299312,Крабовые палочки Русское Море охлажденные 200 г,"Вид продукта:
крабовые палочки
Вес, грамм:
200
г
Обработка:
охлажденная
Срок хранения от даты производства (суток):
90
Тип упаковки:
вакуумная
Страна происхождения:
Беларусь",https://www.komus.ru/katalog/produkty-pitaniya/syr-kolbasa-ryba/zakuski-iz-ryby-i-moreproduktov/krabovye-palochki-russkoe-more-okhlazhdennye-200-g/p/1299312/?from=block-301-1
38,1299306,Сельдь атлантическая Исландка филе-кусочки в масле 115 г,"Вид продукта:
сельдь
Вес, грамм:
115
г
Обработка:
в масле
Срок хранения от даты производства (суток):
90
Тип упаковки:
жестяная банка
Страна происхождения:
Беларусь",https://www.komus.ru/katalog/produkty-pitaniya/syr-kolbasa-ryba/zakuski-iz-ryby-i-moreproduktov/seld-atlanticheskaya-islandka-file-kusochki-v-masle-115-g/p/1299306/?from=block-301-2
39,512098,Пастила Нева с ароматом ванили 3 кг,"Вид продукта:
пастила
Вес (грамм):
3000
Вкус:
ванильный
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pastila-neva-s-aromatom-vanili-3-kg/p/512098/?from=block-301-1
40,561506,Печенье Бискотти Орешек 1.8 кг,"Вид продукта:
печенье
Вес (грамм):
1800
Вкус:
ореховый
Глазурь:
Нет
Срок годности от даты изготовления:
9 месяцев
Страна происхождения:
Германия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-biskotti-oreshek-1-8-kg/p/561506/?from=block-301-2
41,1452570,Вафли Яшкино Южная страна 5 кг,"Вид продукта:
вафли
Вес (грамм):
5000
Вкус:
шоколадный
Глазурь:
Нет
Срок годности от даты изготовления:
12 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/vafli-yashkino-yuzhnaya-strana-5-kg/p/1452570/?from=block-301-3
42,1162693,Печенье сдобное Бискотти Клубничка 800 г,"Вид продукта:
печенье
Вес (грамм):
800
Вкус:
ягодный
Глазурь:
Нет
Срок годности от даты изготовления:
9 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-sdobnoe-biskotti-klubnichka-800-g/p/1162693/?from=block-301-4
43,1007963,Зефир Санже со вкусом ванили 3 кг,"Вид продукта:
зефир
Вес (грамм):
3000
Вкус:
ванильный
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/zefir-sanzhe-so-vkusom-vanili-3-kg/p/1007963/?from=block-301-5
44,1452548,Крекер Яшкино Галета 3.5 кг,"Вид продукта:
крекер
Вес (грамм):
3500
Вкус:
классический
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/kreker-yashkino-galeta-3-5-kg/p/1452548/?from=block-301-6
45,1452571,Вафли Яшкино Сливочные 5 кг,"Вид продукта:
вафли
Вес (грамм):
5000
Вкус:
сливочный
Глазурь:
Нет
Срок годности от даты изготовления:
12 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/vafli-yashkino-slivochnye-5-kg/p/1452571/?from=block-301-7
46,1453269,Печенье сахарное Остров изобилия кольцо с корицей 3 кг,"Вид продукта:
печенье
Вес (грамм):
3000
Вкус:
традиционный
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-sakharnoe-ostrov-izobiliya-koltso-s-koritsej-3-kg/p/1453269/?from=block-301-8
47,1453265,Печенье Кельнер Палочка с йогуртом 1.5 кг,"Вид продукта:
печенье
Вес (грамм):
1500
Вкус:
сливочный
Глазурь:
Нет
Срок годности от даты изготовления:
1 месяц
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-kelner-palochka-s-jogurtom-1-5-kg/p/1453265/?from=block-301-9
48,897812,Печенье Ушки слоеные с сахаром и маком 3 кг,"Вид продукта:
печенье
Вес (грамм):
3000
Вкус:
классический
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-ushki-sloenye-s-sakharom-i-makom-3-kg/p/897812/?from=block-301-10
49,1452574,Печенье сахарное Яшкино К кофе со вкусом пломбира 4 кг,"Вид продукта:
печенье
Вес (грамм):
4000
Вкус:
пломбир
Глазурь:
Нет
Срок годности от даты изготовления:
6 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-sakharnoe-yashkino-k-kofe-so-vkusom-plombira-4-kg/p/1452574/?from=block-301-11
50,1162694,Печенье сдобное Бискотти Курабье 675 г,"Вид продукта:
печенье
Вес (грамм):
675
Вкус:
фруктовый
Глазурь:
Нет
Срок годности от даты изготовления:
9 месяцев
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/pechene-sdobnoe-biskotti-kurabe-675-g/p/1162694/?from=block-301-12
51,512100,Мармелад Нева Ассорти желейный 4 кг,"Вид продукта:
мармелад
Вес (грамм):
4000
Вкус:
фруктовый
Глазурь:
Нет
Срок годности от даты изготовления:
4 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/marmelad-neva-assorti-zhelejnyj-4-kg/p/512100/?from=block-301-13
52,488273,Вафли Акконд со сгущенным молоком 3.5 кг,"Вид продукта:
вафли
Вес (грамм):
3500
Вкус:
сгущенное молоко
Глазурь:
Нет
Срок годности от даты изготовления:
3 месяца
Страна происхождения:
Россия",https://www.komus.ru/katalog/produkty-pitaniya/konditerskie-izdeliya/konditerskie-izdeliya-vesovye/vafli-akkond-so-sgushhennym-molokom-3-5-kg/p/488273/?from=block-301-14
